Catalyst,Ratio of CH4 in Feed,Reaction Temperature,Ni Loading,Reaction Time,Pore Size,Pore Volume,Surface Area,H2-TPR Peak Temperature,Ni Particle Size,Ni Dispersion,Modifier Electronegativity,GHSV,CH4 Conversion,CO2 Conversion,Syngas_Ratio,Paper no.
25%Ni-5%CeO2-Al2O3,0.5000,550.0000,25.0000,0.5000,7.8000,0.3700,178.1000,815.6000,6.8000,,1.1000,12000.0000,6.0000,44.4000,0.6100,2017-10
25%Ni-5%La2O3-Al2O3,0.5000,550.0000,25.0000,0.5000,7.6000,0.3300,198.3000,729.0000,6.1400,,1.1000,12000.0000,2.0000,46.4000,0.7200,2017-10
25%Ni-5%ZrO2-Al2O3,0.5000,550.0000,25.0000,0.5000,7.7000,0.3600,203.8000,717.0000,6.0400,,1.3000,12000.0000,4.3000,41.5000,0.6100,2017-10
25%Ni/Al2O3,0.5000,600.0000,25.0000,0.5000,5.7000,0.2000,188.0000,704.0000,6.6600,,0.0000,12000.0000,30.4000,47.4400,1.1000,2017-10
25%Ni-5%CeO2-Al2O3,0.5000,600.0000,25.0000,0.5000,7.8000,0.3700,178.1000,815.6000,6.8000,,1.1000,12000.0000,21.3000,53.4000,0.7200,2017-10
25%Ni-5%La2O3-Al2O3,0.5000,600.0000,25.0000,0.5000,7.6000,0.3300,198.3000,729.0000,6.1400,,1.1000,12000.0000,17.4000,52.6000,0.7600,2017-10
25%Ni-5%ZrO2-Al2O3,0.5000,600.0000,25.0000,0.5000,7.7000,0.3600,203.8000,717.0000,6.0400,,1.3000,12000.0000,17.6000,51.4000,0.6700,2017-10
25%Ni/Al2O3,0.5000,650.0000,25.0000,0.5000,5.7000,0.2000,188.0000,704.0000,6.6600,,0.0000,12000.0000,52.0000,65.9000,0.9000,2017-10
25%Ni-5%CeO2-Al2O3,0.5000,650.0000,25.0000,0.5000,7.8000,0.3700,178.1000,815.6000,6.8000,,1.1000,12000.0000,41.1000,65.9000,0.7500,2017-10
25%Ni-5%La2O3-Al2O3,0.5000,650.0000,25.0000,0.5000,7.6000,0.3300,198.3000,729.0000,6.1400,,1.1000,12000.0000,37.2000,64.6000,0.7500,2017-10
25%Ni-5%ZrO2-Al2O3,0.5000,650.0000,25.0000,0.5000,7.7000,0.3600,203.8000,717.0000,6.0400,,1.3000,12000.0000,35.2000,62.8000,0.7200,2017-10
25%Ni/Al2O3,0.5000,700.0000,25.0000,0.5000,5.7000,0.2000,188.0000,704.0000,6.6600,,0.0000,12000.0000,70.9000,80.0000,0.8400,2017-10
25%Ni-5%CeO2-Al2O3,0.5000,700.0000,25.0000,0.5000,7.8000,0.3700,178.1000,815.6000,6.8000,,1.1000,12000.0000,60.2000,78.2000,0.7900,2017-10
25%Ni-5%La2O3-Al2O3,0.5000,700.0000,25.0000,0.5000,7.6000,0.3300,198.3000,729.0000,6.1400,,1.1000,12000.0000,53.9000,77.2000,0.7900,2017-10
25%Ni-5%ZrO2-Al2O3,0.5000,700.0000,25.0000,0.5000,7.7000,0.3600,203.8000,717.0000,6.0400,,1.3000,12000.0000,51.9000,73.9000,0.7800,2017-10
25%Ni/Al2O3,0.5000,700.0000,25.0000,5.0000,5.7000,0.2000,188.0000,704.0000,6.6600,,0.0000,12000.0000,66.7000,79.4000,0.8300,2017-10
25%Ni-5%CeO2-Al2O3,0.5000,700.0000,25.0000,5.0000,7.8000,0.3700,178.1000,815.6000,6.8000,,1.1000,12000.0000,58.7000,78.7000,0.7900,2017-10
25%Ni-5%La2O3-Al2O3,0.5000,700.0000,25.0000,5.0000,7.6000,0.3300,198.3000,729.0000,6.1400,,1.1000,12000.0000,56.2000,76.6000,0.7700,2017-10
25%Ni-5%ZrO2-Al2O3,0.5000,700.0000,25.0000,5.0000,7.7000,0.3600,203.8000,717.0000,6.0400,,1.3000,12000.0000,52.2000,74.5000,0.7500,2017-10
25%Ni/Al2O3,0.5000,550.0000,25.0000,0.5000,5.7000,0.2000,188.0000,708.0000,6.6600,,0.0000,12000.0000,4.8000,42.0000,0.9600,2017-10
25%Ni-1%CeO2-Al2O1,0.5000,550.0000,25.0000,0.5000,9.3000,0.3400,154.2000,810.0000,8.0700,,1.1000,12000.0000,9.4000,41.6000,0.6200,2017-10
25%Ni-3%CeO2-Al2O2,0.5000,550.0000,25.0000,0.5000,7.4000,0.3100,176.7000,800.0000,6.9400,,1.1000,12000.0000,9.0000,41.0000,0.6200,2017-10
25%Ni-5%CeO2-Al2O3,0.5000,550.0000,25.0000,0.5000,7.8000,0.3700,178.1000,814.0000,6.8000,,1.1000,12000.0000,5.0000,44.0000,0.6200,2017-10
25%Ni/Al2O3,0.5000,600.0000,25.0000,0.5000,5.7000,0.2000,188.0000,708.0000,6.6600,,0.0000,12000.0000,31.8000,47.2000,1.1000,2017-10
25%Ni-1%CeO2-Al2O1,0.5000,600.0000,25.0000,0.5000,9.3000,0.3400,154.2000,810.0000,8.0700,,1.1000,12000.0000,26.2000,49.8000,0.7800,2017-10
25%Ni-3%CeO2-Al2O2,0.5000,600.0000,25.0000,0.5000,7.4000,0.3100,176.7000,800.0000,6.9400,,1.1000,12000.0000,25.1500,50.8000,0.7600,2017-10
25%Ni-5%CeO2-Al2O3,0.5000,600.0000,25.0000,0.5000,7.8000,0.3700,178.1000,814.0000,6.8000,,1.1000,12000.0000,21.6700,53.3000,0.7200,2017-10
25%Ni/Al2O3,0.5000,650.0000,25.0000,0.5000,5.7000,0.2000,188.0000,708.0000,6.6600,,0.0000,12000.0000,52.4400,65.5000,0.8800,2017-10
25%Ni-1%CeO2-Al2O1,0.5000,650.0000,25.0000,0.5000,9.3000,0.3400,154.2000,810.0000,8.0700,,1.1000,12000.0000,51.1000,64.7000,0.8300,2017-10
25%Ni-3%CeO2-Al2O2,0.5000,650.0000,25.0000,0.5000,7.4000,0.3100,176.7000,800.0000,6.9400,,1.1000,12000.0000,45.7000,65.8000,0.7700,2017-10
25%Ni-5%CeO2-Al2O3,0.5000,650.0000,25.0000,0.5000,7.8000,0.3700,178.1000,814.0000,6.8000,,1.1000,12000.0000,41.2000,79.8000,0.7600,2017-10
25%Ni/Al2O3,0.5000,700.0000,25.0000,0.5000,5.7000,0.2000,188.0000,708.0000,6.6600,,0.0000,12000.0000,70.6000,79.7000,0.8400,2017-10
25%Ni-1%CeO2-Al2O1,0.5000,700.0000,25.0000,0.5000,9.3000,0.3400,154.2000,810.0000,8.0700,,1.1000,12000.0000,70.5000,79.5000,0.8300,2017-10
25%Ni-3%CeO2-Al2O2,0.5000,700.0000,25.0000,0.5000,7.4000,0.3100,176.7000,800.0000,6.9400,,1.1000,12000.0000,65.0000,77.0000,0.7800,2017-10
25%Ni-5%CeO2-Al2O3,0.5000,700.0000,25.0000,0.5000,7.8000,0.3700,178.1000,814.0000,6.8000,,1.1000,12000.0000,58.9000,78.0000,0.7800,2017-10
10%Ni/CeO2,0.5000,550.0000,10.0000,0.5000,14.6500,0.1100,29.1000,442.1000,20.2000,,0.0000,12000.0000,21.5000,,0.7500,2017-25
10%Ni/CeO2,0.5000,600.0000,10.0000,0.5000,14.6500,0.1100,29.1000,442.1000,20.2000,,0.0000,12000.0000,36.6000,,0.9300,2017-25
10%Ni/CeO2,0.5000,650.0000,10.0000,0.5000,14.6500,0.1100,29.1000,442.1000,20.2000,,0.0000,12000.0000,53.9000,,0.9600,2017-25
10%Ni/CeO2,0.5000,700.0000,10.0000,0.5000,14.6500,0.1100,29.1000,442.1000,20.2000,,0.0000,12000.0000,65.3000,65.9000,0.8900,2017-25
10%Ni/Ce0.95Mn0.05,0.5000,550.0000,10.0000,0.5000,16.4000,0.1500,36.9000,444.8000,16.2000,,0.0000,12000.0000,21.5000,,0.7100,2017-25
10%Ni/Ce0.95Mn0.05,0.5000,600.0000,10.0000,0.5000,16.4000,0.1500,36.9000,444.8000,16.2000,,0.0000,12000.0000,37.7000,,0.9000,2017-25
10%Ni/Ce0.95Mn0.05,0.5000,650.0000,10.0000,0.5000,16.4000,0.1500,36.9000,444.8000,16.2000,,0.0000,12000.0000,54.4000,,0.9500,2017-25
10%Ni/Ce0.95Mn0.05,0.5000,700.0000,10.0000,0.5000,16.4000,0.1500,36.9000,444.8000,16.2000,,0.0000,12000.0000,65.7000,69.4000,0.8700,2017-25
10%Ni/Ce0.95Mn0.05,0.5000,700.0000,10.0000,0.5000,16.4000,0.1500,36.9000,444.8000,16.2000,,0.0000,6000.0000,65.4000,73.2000,0.7100,2017-25
10%Ni/Ce0.95Mn0.05,0.5000,700.0000,10.0000,0.5000,16.4000,0.1500,36.9000,444.8000,16.2000,,0.0000,18000.0000,62.3000,66.6000,0.7100,2017-25
10%Ni/Ce0.95Mn0.05,0.5000,550.0000,10.0000,0.5000,16.4000,0.1500,36.9000,444.8000,16.2000,,0.0000,24000.0000,59.5000,62.1000,0.7100,2017-25
10%Ni/Ce0.75Mn0.25,0.5000,550.0000,10.0000,0.5000,18.9000,0.1900,40.8000,457.7000,15.0000,,0.0000,12000.0000,19.8000,,0.7900,2017-25
10%Ni/Ce0.75Mn0.25,0.5000,600.0000,10.0000,0.5000,18.9000,0.1900,40.8000,457.7000,15.0000,,0.0000,12000.0000,33.8000,,0.9400,2017-25
10%Ni/Ce0.75Mn0.25,0.5000,650.0000,10.0000,0.5000,18.9000,0.1900,40.8000,457.7000,15.0000,,0.0000,12000.0000,53.0000,,1.0300,2017-25
10%Ni/Ce0.75Mn0.25,0.5000,700.0000,10.0000,0.5000,18.9000,0.1900,40.8000,457.7000,15.0000,,0.0000,12000.0000,63.3000,71.7000,0.9300,2017-25
10%Ni/Ce0.50Mn0.50 34.,0.5000,550.0000,10.0000,0.5000,22.7000,0.2000,34.8000,360.1000,12.1000,,0.0000,12000.0000,21.1000,,0.7600,2017-25
10%Ni/Ce0.50Mn0.50 34.,0.5000,600.0000,10.0000,0.5000,22.7000,0.2000,34.8000,360.1000,12.1000,,0.0000,12000.0000,34.7000,,0.9400,2017-25
10%Ni/Ce0.50Mn0.50 34.,0.5000,650.0000,10.0000,0.5000,22.7000,0.2000,34.8000,360.1000,12.1000,,0.0000,12000.0000,51.3000,,1.0400,2017-25
10%Ni/Ce0.50Mn0.50 34.,0.5000,700.0000,10.0000,0.5000,22.7000,0.2000,34.8000,360.1000,12.1000,,0.0000,12000.0000,62.5000,65.9000,0.9000,2017-25
10%Ni/Ce0.25Mn0.75,0.5000,550.0000,10.0000,0.5000,30.5000,0.1800,23.3000,405.8000,13.1000,,0.0000,12000.0000,18.5000,,0.7500,2017-25
10%Ni/Ce0.25Mn0.75,0.5000,600.0000,10.0000,0.5000,30.5000,0.1800,23.3000,405.8000,13.1000,,0.0000,12000.0000,33.8000,,0.9100,2017-25
10%Ni/Ce0.25Mn0.75,0.5000,650.0000,10.0000,0.5000,30.5000,0.1800,23.3000,405.8000,13.1000,,0.0000,12000.0000,52.3000,,0.9900,2017-25
10%Ni/Ce0.25Mn0.75,0.5000,700.0000,10.0000,0.5000,30.5000,0.1800,23.3000,405.8000,13.1000,,0.0000,12000.0000,61.8000,69.8000,0.8900,2017-25
10%Ni/MnOx,0.5000,550.0000,10.0000,0.5000,55.1000,0.1200,8.5000,503.2000,17.6000,,0.0000,12000.0000,17.4000,,0.6800,2017-25
10%Ni/MnOx,0.5000,600.0000,10.0000,0.5000,55.1000,0.1200,8.5000,503.2000,17.6000,,0.0000,12000.0000,24.7000,,0.7500,2017-25
10%Ni/MnOx,0.5000,650.0000,10.0000,0.5000,55.1000,0.1200,8.5000,503.2000,17.6000,,0.0000,12000.0000,26.3000,,0.8400,2017-25
10%Ni/MnOx,0.5000,700.0000,10.0000,0.5000,55.1000,0.1200,8.5000,503.2000,17.6000,,0.0000,12000.0000,37.7000,56.5000,0.8000,2017-25
12%Ni@Al2O3,0.5000,600.0000,12.0000,0.5000,15.4000,1.0500,233.0000,865.0000,9.5000,8.7000,0.0000,36000.0000,41.0000,42.2000,,2017-26
12%Ni@Al2O3,0.5000,650.0000,12.0000,0.5000,15.4000,1.0500,233.0000,865.0000,9.5000,8.7000,0.0000,36000.0000,56.2000,63.4000,,2017-26
12%Ni@Al2O3,0.5000,700.0000,12.0000,0.5000,15.4000,1.0500,233.0000,865.0000,9.5000,8.7000,0.0000,36000.0000,70.1000,76.7000,,2017-26
12%Ni@Al2O3,0.5000,750.0000,12.0000,0.5000,15.4000,1.0500,233.0000,865.0000,9.5000,8.7000,0.0000,36000.0000,82.5000,88.1000,,2017-26
12%Ni@Al2O3,0.5000,800.0000,12.0000,0.5000,15.4000,1.0500,233.0000,865.0000,9.5000,8.7000,0.0000,36000.0000,90.8000,94.4000,1.0500,2017-26
12%Ni/Al2O3,0.5000,600.0000,12.0000,0.5000,15.6000,0.3600,102.0000,821.0000,14.8000,3.1000,0.0000,36000.0000,43.6000,45.1000,,2017-26
12%Ni/Al2O3,0.5000,650.0000,12.0000,0.5000,15.6000,0.3600,102.0000,821.0000,14.8000,3.1000,0.0000,36000.0000,59.1000,60.5000,,2017-26
12%Ni/Al2O3,0.5000,700.0000,12.0000,0.5000,15.6000,0.3600,102.0000,821.0000,14.8000,3.1000,0.0000,36000.0000,67.0000,70.3000,,2017-26
12%Ni/Al2O3,0.5000,750.0000,12.0000,0.5000,15.6000,0.3600,102.0000,821.0000,14.8000,3.1000,0.0000,36000.0000,75.6000,79.8000,,2017-26
12%Ni/Al2O3,0.5000,800.0000,12.0000,0.5000,15.6000,0.3600,102.0000,821.0000,14.8000,3.1000,0.0000,36000.0000,79.5000,82.8000,0.8800,2017-26
Ni10CeAl,0.5000,650.0000,10.0000,0.5000,4.0000,0.3700,173.4000,825.0000,11.5000,,0.0000,40000.0000,49.5000,52.0000,0.9300,2017-38
Ni10CeAl,0.5000,700.0000,10.0000,0.5000,4.0000,0.3700,173.4000,825.0000,11.5000,,0.0000,40000.0000,68.1000,77.7000,0.9600,2017-38
Ni10CeAl,0.5000,750.0000,10.0000,0.5000,4.0000,0.3700,173.4000,825.0000,11.5000,,0.0000,40000.0000,82.7000,87.8000,1.0000,2017-38
Ni10CeAl,0.5000,800.0000,10.0000,0.5000,4.0000,0.3700,173.4000,825.0000,11.5000,,0.0000,40000.0000,90.5000,94.5000,1.0200,2017-38
Ni10CeAl,0.5000,750.0000,10.0000,0.5000,4.0000,0.3700,173.4000,825.0000,11.5000,,0.0000,20000.0000,96.3000,96.7000,0.9800,2017-38
Ni10CeAl,0.5000,750.0000,10.0000,0.5000,4.0000,0.3700,173.4000,825.0000,11.5000,,0.0000,60000.0000,76.4000,83.0000,0.9400,2017-38
Ni10CeAl,0.5000,750.0000,10.0000,0.5000,4.0000,0.3700,173.4000,825.0000,11.5000,,0.0000,80000.0000,74.8000,81.4000,0.9200,2017-38
Ni10CeAl,0.5000,750.0000,10.0000,0.5000,4.0000,0.3700,173.4000,825.0000,11.5000,,0.0000,100000.0000,72.7000,78.9000,0.8800,2017-38
Ni10CeAl,0.5000,750.0000,10.0000,0.5000,4.0000,0.3700,173.4000,825.0000,11.5000,,0.0000,40000.0000,82.7000,86.9000,0.9300,2017-38
Ni10CeAl,0.5000,750.0000,10.0000,0.5000,4.0000,0.3700,173.4000,825.0000,11.5000,,0.0000,40000.0000,75.3000,90.8000,1.3800,2017-38
Ni10CeAl,0.5000,750.0000,10.0000,0.5000,4.0000,0.3700,173.4000,825.0000,11.5000,,0.0000,40000.0000,69.7000,95.2000,1.6200,2017-38
Ni(12.5)/ZA,0.5000,700.0000,12.5000,8.0000,10.3500,0.1100,44.0000,548.6000,34.8000,,0.0000,18000.0000,58.5000,80.4000,1.0300,2017-38
Ni(12.5)/Ce(3)-ZA,0.5000,700.0000,12.5000,8.0000,12.9000,0.1200,39.9000,606.5000,17.3000,,1.1000,18000.0000,69.6000,84.4000,1.0000,2017-43
Ni(12.5)/Ce(5)-ZA,0.5000,700.0000,12.5000,8.0000,12.9000,0.1200,39.9000,634.2000,18.1000,,1.1000,18000.0000,71.1000,84.5000,0.9900,2017-43
Ni(12.5)/Ce(7)-ZA,0.5000,700.0000,12.5000,8.0000,12.9000,0.1200,39.9000,632.0000,20.2000,,1.1000,18000.0000,67.7000,84.5000,0.9800,2017-43
10Ni/SBA-15,0.5000,500.0000,10.0000,0.5000,9.3000,0.9300,401.0000,471.0000,10.6000,9.1000,0.0000,12000.0000,1.5000,8.1000,0.0000,2017-47
10Ni/SBA-15,0.5000,550.0000,10.0000,0.5000,9.3000,0.9300,401.0000,471.0000,10.6000,9.1000,0.0000,12000.0000,10.2000,18.3000,0.1100,2017-47
10Ni/SBA-15,0.5000,600.0000,10.0000,0.5000,9.3000,0.9300,401.0000,471.0000,10.6000,9.1000,0.0000,12000.0000,21.4000,34.6000,0.3500,2017-47
10Ni/SBA-15,0.5000,650.0000,10.0000,0.5000,9.3000,0.9300,401.0000,471.0000,10.6000,9.1000,0.0000,12000.0000,36.7000,50.4000,0.4900,2017-47
10Ni/SBA-15,0.5000,700.0000,10.0000,0.5000,9.3000,0.9300,401.0000,471.0000,10.6000,9.1000,0.0000,12000.0000,55.5000,66.2000,0.6000,2017-47
ZrO2/10Ni/SBA-15,0.5000,500.0000,10.0000,0.5000,6.5000,0.9300,567.8000,559.6000,11.7000,8.3000,0.0000,12000.0000,0.0000,0.0000,0.0000,2017-47
ZrO2/10Ni/SBA-15,0.5000,550.0000,10.0000,0.5000,6.5000,0.9300,567.8000,559.6000,11.7000,8.3000,0.0000,12000.0000,15.8000,23.4000,0.3000,2017-47
ZrO2/10Ni/SBA-15,0.5000,600.0000,10.0000,0.5000,6.5000,0.9300,567.8000,559.6000,11.7000,8.3000,0.0000,12000.0000,22.4000,32.1000,0.3900,2017-47
ZrO2/10Ni/SBA-15,0.5000,650.0000,10.0000,0.5000,6.5000,0.9300,567.8000,559.6000,11.7000,8.3000,0.0000,12000.0000,32.6000,42.3000,0.5000,2017-47
ZrO2/10Ni/SBA-15,0.5000,700.0000,10.0000,0.5000,6.5000,0.9300,567.8000,559.6000,11.7000,8.3000,0.0000,12000.0000,45.3000,55.0000,0.5500,2017-47
Y2O3/10Ni/SBA-15,0.5000,500.0000,10.0000,0.5000,6.6000,0.7200,434.5000,571.2000,10.5000,9.2000,0.0000,12000.0000,7.6000,17.8000,0.2700,2017-47
Y2O3/10Ni/SBA-15,0.5000,550.0000,10.0000,0.5000,6.6000,0.7200,434.5000,571.2000,10.5000,9.2000,0.0000,12000.0000,13.8000,22.4000,0.3300,2017-47
Y2O3/10Ni/SBA-15,0.5000,600.0000,10.0000,0.5000,6.6000,0.7200,434.5000,571.2000,10.5000,9.2000,0.0000,12000.0000,28.5000,39.7000,0.5400,2017-47
Y2O3/10Ni/SBA-15,0.5000,650.0000,10.0000,0.5000,6.6000,0.7200,434.5000,571.2000,10.5000,9.2000,0.0000,12000.0000,51.0000,55.0000,0.6200,2017-47
Y2O3/10Ni/SBA-15,0.5000,700.0000,10.0000,0.5000,6.6000,0.7200,434.5000,571.2000,10.5000,9.2000,0.0000,12000.0000,70.3000,73.3000,0.6500,2017-47
Sm2O3/10Ni/SBA-15,0.5000,500.0000,10.0000,0.5000,7.5000,0.8000,422.9000,581.1000,9.7000,10.0000,0.0000,12000.0000,12.7000,20.9000,0.3400,2017-47
Sm2O3/10Ni/SBA-15,0.5000,550.0000,10.0000,0.5000,7.5000,0.8000,422.9000,581.1000,9.7000,10.0000,0.0000,12000.0000,25.5000,34.1000,0.4700,2017-47
Sm2O3/10Ni/SBA-15,0.5000,600.0000,10.0000,0.5000,7.5000,0.8000,422.9000,581.1000,9.7000,10.0000,0.0000,12000.0000,38.0000,45.4000,0.5600,2017-47
Sm2O3/10Ni/SBA-15,0.5000,650.0000,10.0000,0.5000,7.5000,0.8000,422.9000,581.1000,9.7000,10.0000,0.0000,12000.0000,53.5000,61.1000,0.6300,2017-47
Sm2O3/10Ni/SBA-15,0.5000,700.0000,10.0000,0.5000,7.5000,0.8000,422.9000,581.1000,9.7000,10.0000,0.0000,12000.0000,72.3000,74.9000,0.6600,2017-47
HTNi25-Ce,0.5000,550.0000,25.0000,0.5000,13.0000,0.3300,2.0000,835.0000,8.0000,,1.1000,20000.0000,40.0000,41.0000,0.9500,2017-47
Ni/SBA-15(en),0.5000,600.0000,7.5000,0.5000,6.2000,0.7900,511.0000,602.0000,4.1000,,0.0000,22500.0000,46.2000,58.2000,0.9900,2017-53
Ni/SBA-15(en),0.5000,650.0000,7.5000,0.5000,6.2000,0.7900,511.0000,602.0000,4.1000,,0.0000,22500.0000,63.5000,70.2000,0.9200,2017-53
Ni/SBA-15(en),0.5000,700.0000,7.5000,0.5000,6.2000,0.7900,511.0000,602.0000,4.1000,,0.0000,22500.0000,78.8000,82.6000,0.9300,2017-53
Ni/SBA-15(en),0.5000,750.0000,7.5000,0.5000,6.2000,0.7900,511.0000,602.0000,4.1000,,0.0000,22500.0000,88.2000,89.9000,0.9200,2017-53
Ni/SBA-15(en),0.5000,800.0000,7.5000,0.5000,6.2000,0.7900,511.0000,602.0000,4.1000,,0.0000,22500.0000,93.7000,94.3000,0.9400,2017-53
Ni/SBA-15(cit),0.5000,600.0000,7.5000,0.5000,4.7200,0.6800,579.0000,650.0000,4.2000,,0.0000,22500.0000,38.8000,56.0000,1.2000,2017-53
Ni/SBA-15(cit),0.5000,650.0000,7.5000,0.5000,4.7200,0.6800,579.0000,650.0000,4.2000,,0.0000,22500.0000,58.4000,68.3000,1.1000,2017-53
Ni/SBA-15(cit),0.5000,700.0000,7.5000,0.5000,4.7200,0.6800,579.0000,650.0000,4.2000,,0.0000,22500.0000,75.3000,82.6000,1.1000,2017-53
Ni/SBA-15(ace),0.5000,650.0000,7.5000,0.5000,4.8200,0.6800,552.0000,623.0000,6.1000,,0.0000,22500.0000,63.5000,70.6000,0.9600,2017-53
Ni/SBA-15(ace),0.5000,700.0000,7.5000,0.5000,4.8200,0.6800,552.0000,623.0000,6.1000,,0.0000,22500.0000,78.8000,83.2000,0.9500,2017-53
Ni/SBA-15(ace),0.5000,750.0000,7.5000,0.5000,4.8200,0.6800,552.0000,623.0000,6.1000,,0.0000,22500.0000,88.2000,91.5000,0.9400,2017-53
Ni/SBA-15(ace),0.5000,800.0000,7.5000,0.5000,4.8200,0.6800,552.0000,623.0000,6.1000,,0.0000,22500.0000,93.7000,95.2000,0.9400,2017-53
Ni/SBA-15(CM),0.5000,600.0000,7.5000,0.5000,4.8700,0.8100,663.0000,417.0000,18.9000,,0.0000,22500.0000,43.8000,49.7000,1.2000,2017-53
NiAl2O4/g-Al2O3,0.5000,750.0000,13.0000,0.5000,4.0000,0.2600,187.0000,825.0000,9.1000,,0.0000,180000.0000,48.8000,60.2000,0.8700,2017-63
NiAl2O4/g-Al2O3-1La,0.5000,750.0000,13.0000,0.5000,4.1000,0.2500,188.0000,819.0000,8.5000,,0.0000,180000.0000,59.5000,70.0000,0.8900,2017-63
NiAl2O4/g-Al2O3-2La,0.5000,750.0000,13.0000,0.5000,4.2000,0.2400,187.0000,812.0000,8.7000,,0.0000,180000.0000,64.1000,73.5000,0.9000,2017-63
NiAl2O4/g-Al2O3-3La,0.5000,750.0000,13.0000,0.5000,4.3000,0.2400,189.0000,805.0000,9.1000,,0.0000,180000.0000,70.5000,80.8000,0.9200,2017-63
NiAl2O4/g-Al2O3-5La,0.5000,750.0000,13.0000,0.5000,4.4000,0.2300,176.0000,811.0000,8.4000,,0.0000,180000.0000,65.6000,75.7000,0.8900,2017-63
NiAl2O4/g-Al2O3-7La,0.5000,750.0000,13.0000,0.5000,4.5000,0.2100,171.0000,818.0000,8.8000,,0.0000,180000.0000,54.7000,67.8000,0.8100,2017-63
5Ni/La2O3-LOC,0.5000,700.0000,5.7000,50.0000,18.3000,0.0800,9.2000,745.0000,30.1000,,0.0000,60000.0000,70.4000,74.9000,0.8800,2017-81
5Ni/La2O3-C,0.5000,700.0000,6.1000,50.0000,27.4000,0.1700,23.0000,535.0000,13.8000,,0.0000,60000.0000,43.8000,54.3000,0.8000,2017-81
M-Ni@SiO2,0.5000,800.0000,4.9000,20.0000,1.5000,0.6000,87.0000,750.0000,4.2000,14.1000,0.0000,18000.0000,90.5000,91.7000,0.9800,2017-94
Ni/SBA-15,0.5000,700.0000,10.0000,0.5000,5.6600,0.8500,511.0000,385.0000,15.2000,7.8000,0.0000,36000.0000,54.5500,70.8000,0.7800,2017-124
Ni@SBA-15,0.5000,700.0000,10.0000,0.5000,5.6600,0.9200,570.0000,510.0000,4.1000,19.0000,0.0000,36000.0000,76.2000,84.6000,0.8800,2017-124
10Ni-SBA15,0.5000,500.0000,10.0000,0.5000,9.3000,0.9300,401.0000,478.0000,11.5000,10.2000,0.0000,12000.0000,0.5000,8.0000,0.0000,2017-126
10Ni-SBA15,0.5000,550.0000,10.0000,0.5000,9.3000,0.9300,401.0000,478.0000,11.5000,10.2000,0.0000,12000.0000,9.0000,19.6000,0.1500,2017-126
10Ni-SBA15,0.5000,600.0000,10.0000,0.5000,9.3000,0.9300,401.0000,478.0000,11.5000,10.2000,0.0000,12000.0000,22.5000,35.2000,0.4800,2017-126
10Ni-SBA15,0.5000,650.0000,10.0000,0.5000,9.3000,0.9300,401.0000,478.0000,11.5000,10.2000,0.0000,12000.0000,37.0000,50.7000,0.6200,2017-126
10Ni-SBA15,0.5000,700.0000,10.0000,0.5000,9.3000,0.9300,401.0000,478.0000,11.5000,10.2000,0.0000,12000.0000,54.8000,66.4000,0.7600,2017-126
3Sm-10Ni-SBA15,0.5000,500.0000,10.0000,0.5000,7.5800,0.8000,422.9000,595.0000,13.8000,13.8000,1.2000,12000.0000,12.8000,21.6000,0.4200,2017-126
3Sm-10Ni-SBA15,0.5000,550.0000,10.0000,0.5000,7.5800,0.8000,422.9000,595.0000,13.8000,13.8000,1.2000,12000.0000,26.8000,31.3000,0.5800,2017-126
3Sm-10Ni-SBA15,0.5000,600.0000,10.0000,0.5000,7.5800,0.8000,422.9000,595.0000,13.8000,13.8000,1.2000,12000.0000,39.1000,43.6000,0.7100,2017-126
3Sm-10Ni-SBA15,0.5000,650.0000,10.0000,0.5000,7.5800,0.8000,422.9000,595.0000,13.8000,13.8000,1.2000,12000.0000,53.7000,58.1000,0.7900,2017-126
3Sm-10Ni-SBA15,0.5000,700.0000,10.0000,0.5000,7.5800,0.8000,422.9000,595.0000,13.8000,13.8000,1.2000,12000.0000,71.9000,72.2000,0.8300,2017-126
750-NC,0.4500,750.0000,14.0000,0.5000,4.6000,0.1600,140.0000,688.0000,7.0000,1.3000,0.0000,158000.0000,67.7000,68.1000,0.7800,2017-126
850-NC,0.4500,850.0000,14.0000,0.5000,6.0000,0.0800,53.0000,688.0000,10.0000,3.3000,0.0000,158000.0000,85.5000,81.2000,0.8500,2017-126
2.5%Ni-MgO-Al2O3,0.5000,550.0000,2.5000,0.5000,8.7000,0.4200,194.0000,807.0000,9.6500,,0.0000,18000.0000,21.2000,25.9000,0.6400,2017-147
2.5%Ni-MgO-Al2O3,0.5000,600.0000,2.5000,0.5000,8.7000,0.4200,194.0000,807.0000,9.6500,,0.0000,18000.0000,32.1000,40.8000,0.7100,2017-147
2.5%Ni-MgO-Al2O3,0.5000,650.0000,2.5000,0.5000,8.7000,0.4200,194.0000,807.0000,9.6500,,0.0000,18000.0000,45.6000,57.4000,0.7800,2017-147
2.5%Ni-MgO-Al2O3,0.5000,700.0000,2.5000,0.5000,8.7000,0.4200,194.0000,807.0000,9.6500,,0.0000,18000.0000,58.9000,71.5000,0.8600,2017-147
5%Ni-MgO-Al2O3,0.5000,550.0000,5.0000,0.5000,8.0500,0.3900,193.0000,857.0000,9.3800,,0.0000,18000.0000,24.7000,29.2000,0.6900,2017-147
